source,target,value
Coal,Mining,76336
Net_electricity,Agriculture,76336
Diesel,Construction,76346
Net_electricity,Manufacturing,76367
Other,Mining,76371
Net_electricity,Agriculture,76373
Other,Agriculture,76376
Diesel,Agriculture,76380
Diesel,Agriculture,76383
Diesel,Construction,76392
Coal,Mining,76393
Coal,Manufacturing,76447
Diesel,Mining,76459
Diesel,Construction,76460
Net_electricity,Construction,76464
Net_electricity,Construction,76468
Diesel,Agriculture,76474
LPG_NGL,Manufacturing,76476
Other,Mining,76481
Diesel,Agriculture,76499
Other,Agriculture,76501
LPG_NGL,Manufacturing,76510
Diesel,Manufacturing,76521
Net_electricity,Construction,76521
Diesel,Agriculture,76532
LPG_NGL,Manufacturing,76535
Natural_gas,Construction,76542
Other,Agriculture,76544
Net_electricity,Mining,76547
Residual_fuel_oil,Mining,76555
Net_electricity,Mining,76555
Net_electricity,Agriculture,76569
Other,Agriculture,76574
Net_electricity,Mining,76582
LPG_NGL,Agriculture,76595
Natural_gas,Construction,76600
Net_electricity,Agriculture,76605
Diesel,Construction,76606
Diesel,Manufacturing,76612
Diesel,Construction,76613
LPG_NGL,Agriculture,76618
Natural_gas,Construction,76621
Other,Agriculture,76627
Residual_fuel_oil,Mining,76634
Coal,Manufacturing,76636
Other,Agriculture,76645
Coal,Mining,76655
Diesel,Construction,76657
LPG_NGL,Agriculture,76663
Diesel,Agriculture,76668
Other,Manufacturing,76674
Net_electricity,Agriculture,76682
Diesel,Construction,76702
Residual_fuel_oil,Agriculture,76711
LPG_NGL,Agriculture,76725
LPG_NGL,Agriculture,76730
Diesel,Mining,76731
Diesel,Manufacturing,76748
Net_electricity,Manufacturing,76754
Other,Manufacturing,76758
LPG_NGL,Agriculture,76758
Diesel,Mining,76765
Natural_gas,Manufacturing,76766
Diesel,Construction,76776
Coal,Mining,76783
Diesel,Construction,76796
LPG_NGL,Agriculture,76801
Other,Agriculture,76813
Other,Mining,76814
Other,Agriculture,76816
Residual_fuel_oil,Agriculture,76835
Net_electricity,Mining,76846
Residual_fuel_oil,Mining,76860
Other,Manufacturing,76867
Other,Mining,76871
Net_electricity,Manufacturing,76890
Net_electricity,Agriculture,76898
Net_electricity,Agriculture,76902
Other,Mining,76910
LPG_NGL,Agriculture,76927
LPG_NGL,Agriculture,76927
Coal,Manufacturing,76929
Net_electricity,Agriculture,76933
Other,Agriculture,76942
Other,Agriculture,76951
Natural_gas,Mining,76954
Net_electricity,Agriculture,76954
Coal,Mining,76955
Coal,Manufacturing,76956
Net_electricity,Construction,76970
Diesel,Manufacturing,76981
Net_electricity,Agriculture,76986
LPG_NGL,Agriculture,76993
Net_electricity,Agriculture,77023
Diesel,Mining,77024
Other,Agriculture,77036
LPG_NGL,Agriculture,77046
Diesel,Construction,77051
Diesel,Construction,77059
LPG_NGL,Agriculture,77062
Other,Mining,77069
Net_electricity,Agriculture,77078
Natural_gas,Construction,77113
Net_electricity,Construction,77127
Diesel,Agriculture,77141
Net_electricity,Agriculture,77149
Net_electricity,Agriculture,77174
Other,Agriculture,77195
LPG_NGL,Agriculture,77201
Net_electricity,Construction,77205
Other,Agriculture,77212
Coal,Mining,77212
Residual_fuel_oil,Mining,77219
Residual_fuel_oil,Mining,77226
Diesel,Agriculture,77235
Diesel,Agriculture,77236
LPG_NGL,Agriculture,77249
LPG_NGL,Construction,77276
Residual_fuel_oil,Mining,77317
Natural_gas,Manufacturing,77319
LPG_NGL,Agriculture,77322
Net_electricity,Manufacturing,77323
Other,Agriculture,77333
Other,Agriculture,77340
Net_electricity,Agriculture,77346
Other,Manufacturing,77347
Diesel,Agriculture,77358
Net_electricity,Agriculture,77371
Net_electricity,Agriculture,77391
Net_electricity,Agriculture,77402
Net_electricity,Agriculture,77404
LPG_NGL,Agriculture,77414
LPG_NGL,Agriculture,77430
LPG_NGL,Agriculture,77433
Net_electricity,Construction,77435
Diesel,Construction,77445
Other,Agriculture,77450
Net_electricity,Agriculture,77460
Diesel,Construction,77460
Net_electricity,Agriculture,77471
Other,Agriculture,77472
Natural_gas,Manufacturing,77478
Diesel,Agriculture,77479
Net_electricity,Agriculture,77484
Diesel,Mining,77486
Other,Agriculture,77486
Diesel,Mining,77504
Diesel,Manufacturing,77508
Net_electricity,Agriculture,77527
Net_electricity,Manufacturing,77540
Natural_gas,Construction,77544
Net_electricity,Agriculture,77556
Diesel,Agriculture,77574
Natural_gas,Mining,77579
Natural_gas,Manufacturing,77579
Diesel,Mining,77581
Residual_fuel_oil,Manufacturing,77615
Net_electricity,Mining,77619
Net_electricity,Mining,77626
Diesel,Construction,77628
LPG_NGL,Agriculture,77631
Other,Agriculture,77632
Residual_fuel_oil,Mining,77634
Diesel,Agriculture,77637
Net_electricity,Agriculture,77643
Diesel,Construction,77653
Diesel,Construction,77670
Diesel,Agriculture,77672
Diesel,Agriculture,77677
Net_electricity,Mining,77687
Net_electricity,Agriculture,77706
Diesel,Manufacturing,77716
LPG_NGL,Agriculture,77720
Natural_gas,Construction,77721
Diesel,Agriculture,77724
LPG_NGL,Agriculture,77730
Diesel,Construction,77735
Other,Mining,77751
Diesel,Agriculture,77754
Other,Manufacturing,77754
Other,Mining,77757
Net_electricity,Construction,77765
Coal,Mining,77794
Diesel,Agriculture,77809
Coal,Manufacturing,77809
LPG_NGL,Construction,77818
Coal,Mining,77818
Coal,Manufacturing,77829
LPG_NGL,Agriculture,77862
LPG_NGL,Agriculture,77865
Net_electricity,Agriculture,77868
Residual_fuel_oil,Manufacturing,77870
Net_electricity,Manufacturing,77881
Diesel,Agriculture,77885
Natural_gas,Mining,77886
Net_electricity,Agriculture,77888
Net_electricity,Manufacturing,77905
Diesel,Construction,77914
Diesel,Mining,77914
Residual_fuel_oil,Agriculture,77919
Natural_gas,Construction,77948
Other,Agriculture,77949
Other,Mining,77951
LPG_NGL,Agriculture,77955
Net_electricity,Agriculture,77959
Diesel,Mining,77964
LPG_NGL,Agriculture,77967
Residual_fuel_oil,Agriculture,77978
Diesel,Agriculture,77981
Diesel,Agriculture,77996
Diesel,Agriculture,77999
Diesel,Construction,78025
LPG_NGL,Agriculture,78037
Natural_gas,Manufacturing,78043
Net_electricity,Agriculture,78044
Diesel,Agriculture,78044
Other,Agriculture,78050
Diesel,Agriculture,78051
Net_electricity,Agriculture,78062
Net_electricity,Mining,78063
Net_electricity,Agriculture,78071
Residual_fuel_oil,Mining,78075
Net_electricity,Agriculture,78087
Diesel,Manufacturing,78089
Diesel,Construction,78096
LPG_NGL,Construction,78102
Diesel,Agriculture,78106
Natural_gas,Manufacturing,78111
Net_electricity,Agriculture,78114
Natural_gas,Construction,78115
LPG_NGL,Agriculture,78120
Other,Agriculture,78126
Net_electricity,Mining,78128
Other,Mining,78137
Diesel,Construction,78150
LPG_NGL,Agriculture,78164
Net_electricity,Agriculture,78180
LPG_NGL,Agriculture,78182
Diesel,Agriculture,78201
Diesel,Construction,78202
Diesel,Construction,78211
Net_electricity,Manufacturing,78222
LPG_NGL,Agriculture,78229
Net_electricity,Manufacturing,78236
Other,Mining,78249
Diesel,Construction,78274
Net_electricity,Mining,78290
Diesel,Mining,78306
Net_electricity,Agriculture,78320
Net_electricity,Agriculture,78332
Net_electricity,Mining,78350
Net_electricity,Mining,78350
Net_electricity,Mining,78350
Natural_gas,Construction,78351
Net_electricity,Agriculture,78378
Diesel,Agriculture,78385
LPG_NGL,Agriculture,78392
Diesel,Manufacturing,78404
Other,Manufacturing,78409
LPG_NGL,Agriculture,78422
LPG_NGL,Agriculture,78427
Other,Manufacturing,78427
Net_electricity,Construction,78441
LPG_NGL,Agriculture,78480
Diesel,Construction,78483
Natural_gas,Construction,78492
Diesel,Construction,78504
Diesel,Construction,78514
Natural_gas,Construction,78519
Net_electricity,Mining,78519
Natural_gas,Construction,78523
Natural_gas,Mining,78529
Diesel,Construction,78534
LPG_NGL,Manufacturing,78535
Net_electricity,Agriculture,78540
LPG_NGL,Agriculture,78547
Diesel,Construction,78547
Diesel,Mining,78571
Diesel,Agriculture,78589
Net_electricity,Agriculture,78594
Natural_gas,Construction,78600
Diesel,Construction,78602
Diesel,Construction,78603
Net_electricity,Manufacturing,78623
Net_electricity,Manufacturing,78634
Diesel,Mining,78636
Diesel,Construction,78645
Diesel,Construction,78656
Residual_fuel_oil,Agriculture,78660
Net_electricity,Agriculture,78676
Net_electricity,Agriculture,78682
Diesel,Agriculture,78685
Diesel,Agriculture,78695
Residual_fuel_oil,Agriculture,78713
Net_electricity,Manufacturing,78717
LPG_NGL,Construction,78729
Diesel,Agriculture,78732
Residual_fuel_oil,Agriculture,78736
Residual_fuel_oil,Mining,78737
Net_electricity,Agriculture,78778
LPG_NGL,Manufacturing,78811
Diesel,Construction,78812
Diesel,Agriculture,78820
Net_electricity,Manufacturing,78827
Coal,Mining,78844
Net_electricity,Mining,78851
Net_electricity,Agriculture,78865
Diesel,Agriculture,78873
Coal,Mining,78878
Net_electricity,Agriculture,78880
Coal,Manufacturing,78881
Coal,Mining,78881
Net_electricity,Construction,78899
Diesel,Construction,78900
Diesel,Agriculture,78905
LPG_NGL,Construction,78913
Net_electricity,Manufacturing,78919
LPG_NGL,Agriculture,78927
Other,Agriculture,78942
LPG_NGL,Manufacturing,78944
Net_electricity,Mining,78949
Diesel,Agriculture,78952
Net_electricity,Agriculture,78956
Net_electricity,Construction,78973
Net_electricity,Mining,78993
Diesel,Agriculture,79000
Other,Agriculture,79007
Net_electricity,Construction,79018
Coal,Manufacturing,79024
Diesel,Mining,79025
Natural_gas,Construction,79030
Net_electricity,Agriculture,79045
LPG_NGL,Manufacturing,79047
Net_electricity,Mining,79050
Natural_gas,Construction,79061
Diesel,Construction,79065
Diesel,Agriculture,79066
Diesel,Construction,79073
Other,Agriculture,79077
Diesel,Mining,79093
Other,Manufacturing,79104
Coal,Mining,79119
Diesel,Construction,79126
Net_electricity,Agriculture,79135
Residual_fuel_oil,Agriculture,79135
Coal,Mining,79152
Diesel,Mining,79155
Diesel,Construction,79157
Net_electricity,Agriculture,79184
Natural_gas,Construction,79188
Net_electricity,Manufacturing,79192
Diesel,Agriculture,79196
Net_electricity,Agriculture,79203
Diesel,Agriculture,79208
Net_electricity,Agriculture,79210
Other,Agriculture,79221
Diesel,Construction,79223
Diesel,Construction,79223
Diesel,Agriculture,79231
Residual_fuel_oil,Agriculture,79240
Other,Manufacturing,79245
Diesel,Manufacturing,79247
Net_electricity,Agriculture,79249
Natural_gas,Construction,79266
Diesel,Mining,79267
Other,Agriculture,79274
Net_electricity,Construction,79282
Natural_gas,Construction,79287
Net_electricity,Construction,79294
Diesel,Agriculture,79313
Natural_gas,Mining,79318
Net_electricity,Agriculture,79328
Net_electricity,Construction,79345
Diesel,Agriculture,79352
Net_electricity,Agriculture,79352
Net_electricity,Agriculture,79363
Net_electricity,Agriculture,79363
LPG_NGL,Agriculture,79375
Natural_gas,Construction,79377
Diesel,Construction,79377
Net_electricity,Agriculture,79378
Net_electricity,Agriculture,79392
Net_electricity,Agriculture,79398
Net_electricity,Construction,79410
Net_electricity,Agriculture,79433
Net_electricity,Agriculture,79436
Diesel,Agriculture,79437
Residual_fuel_oil,Agriculture,79446
Other,Manufacturing,79453
Other,Manufacturing,79455
Diesel,Agriculture,79464
LPG_NGL,Construction,79473
Natural_gas,Construction,79473
LPG_NGL,Agriculture,79479
LPG_NGL,Agriculture,79485
Net_electricity,Construction,79495
Net_electricity,Manufacturing,79514
LPG_NGL,Construction,79545
Other,Manufacturing,79557
Diesel,Construction,79563
Net_electricity,Agriculture,79572
Coal,Mining,79584
Net_electricity,Agriculture,79586
Net_electricity,Agriculture,79616
Natural_gas,Manufacturing,79659
Net_electricity,Agriculture,79675
Diesel,Agriculture,79678
Diesel,Construction,79681
LPG_NGL,Manufacturing,79683
LPG_NGL,Agriculture,79687
Coal,Mining,79702
Residual_fuel_oil,Agriculture,79703
Diesel,Manufacturing,79705
Net_electricity,Agriculture,79710
LPG_NGL,Agriculture,79713
Diesel,Agriculture,79734
Other,Mining,79741
Diesel,Agriculture,79748
Net_electricity,Construction,79749
LPG_NGL,Agriculture,79752
Residual_fuel_oil,Mining,79765
Natural_gas,Manufacturing,79774
Coal,Manufacturing,79789
Net_electricity,Mining,79807
Other,Agriculture,79822
Natural_gas,Construction,79822
Residual_fuel_oil,Mining,79839
Other,Mining,79845
Diesel,Agriculture,79849
Natural_gas,Construction,79870
Diesel,Agriculture,79884
Other,Mining,79888
Diesel,Agriculture,79911
Diesel,Agriculture,79912
Net_electricity,Agriculture,79921
Net_electricity,Manufacturing,79930
Other,Manufacturing,79941
Diesel,Manufacturing,79946
Diesel,Manufacturing,79949
Net_electricity,Agriculture,79951
LPG_NGL,Agriculture,79953
Other,Agriculture,79953
Diesel,Construction,79962
Natural_gas,Mining,79966
Diesel,Agriculture,79969
Diesel,Construction,79978
Net_electricity,Agriculture,79982
LPG_NGL,Agriculture,80007
Net_electricity,Agriculture,80021
Residual_fuel_oil,Mining,80036
Other,Manufacturing,80066
LPG_NGL,Agriculture,80068
Diesel,Manufacturing,80074
Diesel,Agriculture,80075
Other,Agriculture,80084
Net_electricity,Agriculture,80088
Natural_gas,Construction,80089
Net_electricity,Construction,80094
Diesel,Construction,80101
Net_electricity,Agriculture,80104
Diesel,Construction,80110
Net_electricity,Agriculture,80142
Net_electricity,Agriculture,80154
Net_electricity,Manufacturing,80160
Other,Manufacturing,80165
Net_electricity,Agriculture,80171
Other,Manufacturing,80172
Diesel,Agriculture,80190
Net_electricity,Construction,80216
Net_electricity,Mining,80234
Net_electricity,Construction,80252
Net_electricity,Agriculture,80254
Net_electricity,Agriculture,80257
Coal,Mining,80273
Diesel,Construction,80275
Diesel,Agriculture,80278
LPG_NGL,Construction,80280
Net_electricity,Manufacturing,80289
Diesel,Construction,80307
Net_electricity,Manufacturing,80307
Natural_gas,Construction,80332
Other,Agriculture,80343
Net_electricity,Manufacturing,80346
Diesel,Agriculture,80362
Natural_gas,Construction,80368
Other,Agriculture,80375
Diesel,Manufacturing,80378
LPG_NGL,Agriculture,80379
Diesel,Construction,80392
Diesel,Agriculture,80399
Other,Mining,80401
Diesel,Agriculture,80422
LPG_NGL,Agriculture,80431
LPG_NGL,Construction,80434
LPG_NGL,Agriculture,80452
Net_electricity,Agriculture,80463
LPG_NGL,Manufacturing,80484
Diesel,Agriculture,80484
Diesel,Construction,80485
Residual_fuel_oil,Agriculture,80492
LPG_NGL,Manufacturing,80493
LPG_NGL,Manufacturing,80496
Net_electricity,Agriculture,80503
Net_electricity,Agriculture,80514
Net_electricity,Manufacturing,80516
Residual_fuel_oil,Mining,80529
Other,Mining,80537
Net_electricity,Manufacturing,80538
Natural_gas,Construction,80539
Diesel,Manufacturing,80546
Net_electricity,Agriculture,80556
Natural_gas,Construction,80557
Natural_gas,Manufacturing,80562
Diesel,Construction,80605
Net_electricity,Manufacturing,80613
Net_electricity,Agriculture,80640
Other,Mining,80647
Net_electricity,Agriculture,80657
Coal,Mining,80666
Net_electricity,Construction,80670
Diesel,Agriculture,80684
Other,Agriculture,80688
Diesel,Construction,80693
Net_electricity,Mining,80725
Other,Agriculture,80733
Net_electricity,Agriculture,80741
Diesel,Mining,80747
LPG_NGL,Agriculture,80773
Net_electricity,Construction,80773
Net_electricity,Agriculture,80783
Net_electricity,Agriculture,80785
Net_electricity,Manufacturing,80794
Net_electricity,Agriculture,80827
Diesel,Construction,80828
Net_electricity,Agriculture,80828
Diesel,Agriculture,80833
Residual_fuel_oil,Mining,80872
LPG_NGL,Agriculture,80883
Natural_gas,Construction,80887
LPG_NGL,Agriculture,80910
Diesel,Manufacturing,80911
Other,Agriculture,80940
Diesel,Mining,80964
Other,Mining,80964
Diesel,Agriculture,80974
Other,Agriculture,81007
Other,Agriculture,81008
LPG_NGL,Agriculture,81021
Diesel,Agriculture,81033
Net_electricity,Agriculture,81040
Net_electricity,Agriculture,81052
Diesel,Agriculture,81078
Coal,Mining,81100
Net_electricity,Agriculture,81111
Diesel,Agriculture,81138
Net_electricity,Agriculture,81139
Natural_gas,Manufacturing,81144
Diesel,Manufacturing,81146
Net_electricity,Construction,81150
LPG_NGL,Agriculture,81156
Other,Agriculture,81173
Diesel,Agriculture,81203
Diesel,Manufacturing,81219
Net_electricity,Agriculture,81221
LPG_NGL,Agriculture,81221
Net_electricity,Agriculture,81230
Diesel,Agriculture,81266
Diesel,Agriculture,81270
Other,Mining,81271
Net_electricity,Agriculture,81281
Residual_fuel_oil,Agriculture,81287
Other,Manufacturing,81294
Diesel,Agriculture,81295
Net_electricity,Manufacturing,81302
Residual_fuel_oil,Agriculture,81303
LPG_NGL,Agriculture,81305
Other,Agriculture,81305
Diesel,Agriculture,81312
Net_electricity,Construction,81316
Natural_gas,Construction,81358
Diesel,Manufacturing,81360
Other,Mining,81371
Other,Agriculture,81375
Other,Agriculture,81382
LPG_NGL,Agriculture,81407
Other,Agriculture,81410
Natural_gas,Mining,81432
Diesel,Agriculture,81432
Coal,Mining,81447
Diesel,Agriculture,81449
Diesel,Agriculture,81450
Net_electricity,Agriculture,81450
Other,Agriculture,81466
Diesel,Manufacturing,81468
Coke_and_breeze,Manufacturing,81476
LPG_NGL,Construction,81477
Diesel,Construction,81496
Diesel,Construction,81502
Diesel,Construction,81547
Natural_gas,Construction,81559
LPG_NGL,Agriculture,81577
Diesel,Construction,81579
LPG_NGL,Agriculture,81584
Net_electricity,Agriculture,81587
Diesel,Mining,81588
Net_electricity,Agriculture,81591
Other,Agriculture,81592
Diesel,Mining,81592
Other,Agriculture,81609
LPG_NGL,Agriculture,81628
Natural_gas,Construction,81635
Natural_gas,Manufacturing,81635
Residual_fuel_oil,Manufacturing,81640
Other,Manufacturing,81675
Diesel,Agriculture,81684
Net_electricity,Agriculture,81702
Other,Agriculture,81724
Natural_gas,Construction,81741
Diesel,Agriculture,81755
Diesel,Construction,81761
Net_electricity,Agriculture,81779
Diesel,Construction,81784
Natural_gas,Manufacturing,81794
Diesel,Construction,81802
LPG_NGL,Agriculture,81807
LPG_NGL,Construction,81808
Natural_gas,Construction,81815
Other,Mining,81823
LPG_NGL,Agriculture,81831
Diesel,Agriculture,81831
Other,Manufacturing,81843
LPG_NGL,Agriculture,81863
Other,Agriculture,81892
LPG_NGL,Agriculture,81916
LPG_NGL,Agriculture,81925
Residual_fuel_oil,Agriculture,81930
Coal,Mining,81954
Net_electricity,Agriculture,81983
Natural_gas,Manufacturing,81990
Net_electricity,Construction,81992
Other,Agriculture,81996
Net_electricity,Construction,82003
Coal,Mining,82013
Other,Agriculture,82021
Other,Mining,82022
Other,Agriculture,82022
Diesel,Construction,82030
Diesel,Agriculture,82031
Other,Agriculture,82043
LPG_NGL,Agriculture,82082
Natural_gas,Construction,82116
Net_electricity,Agriculture,82143
Diesel,Construction,82155
Diesel,Manufacturing,82156
Net_electricity,Manufacturing,82158
Coal,Manufacturing,82177
Diesel,Manufacturing,82197
Natural_gas,Manufacturing,82203
Diesel,Construction,82204
Coal,Manufacturing,82205
Net_electricity,Mining,82206
Net_electricity,Agriculture,82215
Other,Mining,82226
Diesel,Agriculture,82236
LPG_NGL,Agriculture,82245
Other,Manufacturing,82247
LPG_NGL,Agriculture,82253
Natural_gas,Manufacturing,82290
Diesel,Agriculture,82298
Net_electricity,Agriculture,82300
Coal,Mining,82336
Net_electricity,Mining,82346
Net_electricity,Agriculture,82348
Diesel,Agriculture,82348
Diesel,Construction,82366
Diesel,Manufacturing,82368
Net_electricity,Mining,82380
Diesel,Construction,82388
Coal,Manufacturing,82390
Net_electricity,Manufacturing,82390
Coal,Mining,82390
Other,Mining,82411
LPG_NGL,Construction,82439
Natural_gas,Manufacturing,82444
Other,Agriculture,82452
Diesel,Construction,82455
Diesel,Manufacturing,82455
Net_electricity,Agriculture,82458
Net_electricity,Mining,82468
Residual_fuel_oil,Mining,82477
Diesel,Agriculture,82491
Net_electricity,Agriculture,82495
Other,Agriculture,82500
Other,Manufacturing,82509
Other,Manufacturing,82547
Other,Agriculture,82549
Net_electricity,Agriculture,82556
Diesel,Construction,82581
Natural_gas,Mining,82582
Diesel,Agriculture,82585
Diesel,Agriculture,82602
Diesel,Manufacturing,82604
Other,Manufacturing,82606
Diesel,Agriculture,82615
Diesel,Agriculture,82618
Net_electricity,Agriculture,82619
Natural_gas,Mining,82626
Diesel,Agriculture,82635
Other,Agriculture,82639
Natural_gas,Manufacturing,82650
Diesel,Construction,82650
Diesel,Agriculture,82655
Net_electricity,Agriculture,82665
Other,Agriculture,82691
Diesel,Construction,82704
Diesel,Construction,82707
Diesel,Agriculture,82715
Diesel,Agriculture,82722
Net_electricity,Manufacturing,82726
Net_electricity,Agriculture,82727
Other,Mining,82733
LPG_NGL,Agriculture,82736
Natural_gas,Construction,82737
Diesel,Agriculture,82749
LPG_NGL,Agriculture,82765
Natural_gas,Mining,82771
Coal,Mining,82776
Net_electricity,Agriculture,82783
Other,Agriculture,82784
Residual_fuel_oil,Mining,82786
Natural_gas,Mining,82805
Diesel,Agriculture,82825
Coal,Mining,82826
LPG_NGL,Agriculture,82833
Diesel,Construction,82835
Net_electricity,Agriculture,82856
Natural_gas,Construction,82864
Other,Agriculture,82866
Diesel,Agriculture,82874
Net_electricity,Manufacturing,82889
LPG_NGL,Manufacturing,82897
LPG_NGL,Agriculture,82899
Other,Agriculture,82913
Diesel,Construction,82917
Other,Mining,82918
Diesel,Agriculture,82922
Natural_gas,Manufacturing,82930
Natural_gas,Mining,82932
LPG_NGL,Agriculture,82941
Net_electricity,Construction,82944
Diesel,Construction,82956
LPG_NGL,Manufacturing,82961
Other,Mining,82962
Natural_gas,Mining,82989
Residual_fuel_oil,Mining,82994
Natural_gas,Construction,83000
LPG_NGL,Agriculture,83002
Natural_gas,Manufacturing,83027
Diesel,Agriculture,83029
Net_electricity,Mining,83038
Other,Agriculture,83044
Other,Agriculture,83054
Coal,Mining,83055
Coal,Mining,83058
Natural_gas,Mining,83093
Net_electricity,Agriculture,83093
Coal,Mining,83100
Other,Mining,83104
Diesel,Construction,83122
Diesel,Construction,83132
LPG_NGL,Agriculture,83135
Net_electricity,Agriculture,83140
Net_electricity,Agriculture,83163
Net_electricity,Mining,83163
Other,Mining,83164
Diesel,Agriculture,83177
Other,Mining,83182
Diesel,Agriculture,83186
Coal,Manufacturing,83190
Net_electricity,Construction,83206
Diesel,Agriculture,83230
Diesel,Mining,83241
Net_electricity,Mining,83281
Net_electricity,Construction,83286
Net_electricity,Construction,83290
Diesel,Mining,83299
Other,Agriculture,83303
Diesel,Manufacturing,83318
Net_electricity,Agriculture,83318
Other,Mining,83329
Net_electricity,Manufacturing,83330
Residual_fuel_oil,Agriculture,83331
Other,Agriculture,83348
Net_electricity,Construction,83352
Diesel,Agriculture,83354
Natural_gas,Manufacturing,83363
Net_electricity,Mining,83398
Coal,Manufacturing,83401
Net_electricity,Manufacturing,83404
Net_electricity,Agriculture,83408
Net_electricity,Agriculture,83412
Diesel,Agriculture,83446
Natural_gas,Mining,83447
Other,Manufacturing,83459
Natural_gas,Manufacturing,83463
Diesel,Construction,83466
Residual_fuel_oil,Mining,83485
Other,Mining,83496
Other,Agriculture,83501
LPG_NGL,Agriculture,83502
LPG_NGL,Agriculture,83511
Coal,Manufacturing,83525
Net_electricity,Agriculture,83536
Coal,Manufacturing,83539
Other,Mining,83540
Net_electricity,Agriculture,83542
Diesel,Agriculture,83543
Residual_fuel_oil,Agriculture,83553
Net_electricity,Agriculture,83561
Diesel,Agriculture,83571
Diesel,Manufacturing,83574
Diesel,Construction,83582
LPG_NGL,Agriculture,83587
Natural_gas,Mining,83587
Net_electricity,Construction,83589
Diesel,Manufacturing,83608
Coal,Manufacturing,83610
Diesel,Manufacturing,83630
LPG_NGL,Agriculture,83643
Diesel,Manufacturing,83649
Diesel,Construction,83653
Net_electricity,Construction,83657
Coal,Manufacturing,83683
LPG_NGL,Manufacturing,83686
Diesel,Mining,83706
Natural_gas,Construction,83721
Diesel,Agriculture,83726
Diesel,Mining,83727
Diesel,Mining,83736
LPG_NGL,Construction,83759
Diesel,Mining,83762
Net_electricity,Construction,83766
Other,Agriculture,83775
Net_electricity,Construction,83777
Diesel,Construction,83787
Diesel,Manufacturing,83807
Coal,Mining,83819
Net_electricity,Construction,83829
Other,Mining,83839
Diesel,Agriculture,83840
Diesel,Mining,83850
Natural_gas,Construction,83861
Diesel,Construction,83863
Natural_gas,Construction,83867
Diesel,Mining,83878
Coal,Manufacturing,83879
Other,Agriculture,83887
Natural_gas,Construction,83905
LPG_NGL,Agriculture,83906
Diesel,Agriculture,83916
Diesel,Agriculture,83918
Net_electricity,Agriculture,83921
Natural_gas,Mining,83943
Natural_gas,Construction,83953
Diesel,Agriculture,83973
Net_electricity,Agriculture,83990
Net_electricity,Agriculture,83991
Other,Mining,83999
Coke_and_breeze,Manufacturing,84028
Diesel,Agriculture,84034
LPG_NGL,Construction,84037
Other,Agriculture,84043
Diesel,Construction,84055
Residual_fuel_oil,Mining,84085
LPG_NGL,Agriculture,84089
Other,Agriculture,84100
Diesel,Agriculture,84112
Net_electricity,Agriculture,84119
Residual_fuel_oil,Mining,84120
Natural_gas,Mining,84123
Other,Manufacturing,84138
Net_electricity,Mining,84139
Diesel,Construction,84146
Net_electricity,Agriculture,84162
Net_electricity,Agriculture,84170
Net_electricity,Mining,84172
Net_electricity,Mining,84187
Other,Manufacturing,84198
Diesel,Construction,84201
Natural_gas,Manufacturing,84205
Diesel,Construction,84207
LPG_NGL,Manufacturing,84211
Diesel,Agriculture,84212
Net_electricity,Manufacturing,84221
Net_electricity,Agriculture,84253
Natural_gas,Construction,84269
Diesel,Mining,84271
Residual_fuel_oil,Mining,84275
LPG_NGL,Agriculture,84292
Natural_gas,Construction,84310
Net_electricity,Construction,84314
Net_electricity,Construction,84317
Diesel,Agriculture,84321
Net_electricity,Agriculture,84327
Net_electricity,Mining,84354
Net_electricity,Mining,84364
Net_electricity,Agriculture,84372
Diesel,Agriculture,84399
Net_electricity,Construction,84399
LPG_NGL,Agriculture,84404
Diesel,Manufacturing,84413
Net_electricity,Agriculture,84413
Net_electricity,Agriculture,84415
LPG_NGL,Agriculture,84433
Diesel,Mining,84435
Natural_gas,Manufacturing,84453
Natural_gas,Mining,84459
Natural_gas,Construction,84461
Natural_gas,Construction,84472
Natural_gas,Manufacturing,84486
Diesel,Construction,84536
Net_electricity,Manufacturing,84569
Natural_gas,Construction,84573
Diesel,Manufacturing,84592
Diesel,Construction,84602
Net_electricity,Construction,84617
Diesel,Construction,84629
LPG_NGL,Agriculture,84632
Residual_fuel_oil,Agriculture,84639
Other,Mining,84642
LPG_NGL,Agriculture,84649
Diesel,Construction,84657
Natural_gas,Construction,84659
Diesel,Agriculture,84666
Net_electricity,Agriculture,84666
Diesel,Construction,84667
LPG_NGL,Agriculture,84697
Diesel,Agriculture,84698
Diesel,Construction,84734
Diesel,Construction,84752
Diesel,Agriculture,84758
Net_electricity,Mining,84766
Diesel,Construction,84788
Diesel,Agriculture,84788
Natural_gas,Manufacturing,84797
Diesel,Agriculture,84811
Residual_fuel_oil,Mining,84829
LPG_NGL,Agriculture,84829
Net_electricity,Construction,84834
Coal,Mining,84840
Other,Agriculture,84845
Diesel,Agriculture,84849
Diesel,Manufacturing,84852
Diesel,Construction,84883
Diesel,Agriculture,84884
Natural_gas,Manufacturing,84891
Other,Agriculture,84903
LPG_NGL,Agriculture,84906
Diesel,Agriculture,84912
Other,Agriculture,84913
Other,Mining,84942
Net_electricity,Manufacturing,84943
Diesel,Mining,84952
Net_electricity,Agriculture,84959
Other,Agriculture,84981
Diesel,Manufacturing,84994
Diesel,Construction,85005
Coal,Mining,85010
Natural_gas,Mining,85012
Diesel,Manufacturing,85017
Diesel,Mining,85021
