plant_id,fips_raw,county_FIPS,coord_lat,coord_long,coords,plant_name,plant_state,census_region,NERC_region,prime_mover,reported_FTC,AER_FTC,AER_FTC_full,MMBTU_con_tot_YTD,MMBTU_con_elec_YTD,MWh_net_gen_elec_YTD
6034,26147,26147,42.7756,-82.495,"42.7756,-82.495",Belle River,MI,ENC,RFC,IC,DFO,DFO,Distillate Petroleum,1856,1856,-165
6034,26147,26147,42.7756,-82.495,"42.7756,-82.495",Belle River,MI,ENC,RFC,ST,DFO,DFO,Distillate Petroleum,169343,169343,15924.829
6034,26147,26147,42.7756,-82.495,"42.7756,-82.495",Belle River,MI,ENC,RFC,ST,RC,COL,Coal ,57731854,57731854,5454601.2
6034,26147,26147,42.7756,-82.495,"42.7756,-82.495",Belle River,MI,ENC,RFC,ST,SUB,COL,Coal ,0,0,0
6035,26147,26147,43.1056,-82.6964,"43.1056,-82.6964",Greenwood (MI),MI,ENC,RFC,GT,NG,NG,Natural Gas,1018739,1018739,86609
6035,26147,26147,43.1056,-82.6964,"43.1056,-82.6964",Greenwood (MI),MI,ENC,RFC,ST,DFO,DFO,Distillate Petroleum,2233,2233,220.425
6035,26147,26147,43.1056,-82.6964,"43.1056,-82.6964",Greenwood (MI),MI,ENC,RFC,ST,NG,NG,Natural Gas,8664655,8664655,860587.46
6035,26147,26147,43.1056,-82.6964,"43.1056,-82.6964",Greenwood (MI),MI,ENC,RFC,ST,RFO,RFO,Residual Petroleum,912,912,94.113
6035,26147,26147,43.1056,-82.6964,"43.1056,-82.6964",Greenwood (MI),MI,ENC,RFC,ST,WO,WOO,Waste Oil,0,0,0
6036,45091,45091,35.0514,-81.0694,"35.0514,-81.0694",Catawba,SC,SAT,SERC,ST,NUC,NUC,Nuclear,204589437,204589437,19593607
6038,37025,37025,35.4331,-80.9486,"35.4331,-80.9486",McGuire,NC,SAT,SERC,ST,NUC,NUC,Nuclear,204533550,204533550,19588255
6040,42007,42007,40.6219,-80.4336,"40.6219,-80.4336",Beaver Valley,PA,MAT,RFC,ST,NUC,NUC,Nuclear,161390931,161390931,15456470
6041,21069,21069,38.7,-83.8181,"38.7,-83.8181",H L Spurlock,KY,ESC,SERC,ST,BIT,COL,Coal ,63339509,58913142,5822939.6
6041,21069,21069,38.7,-83.8181,"38.7,-83.8181",H L Spurlock,KY,ESC,SERC,ST,DFO,DFO,Distillate Petroleum,211091,195214,19255.219
6041,21069,21069,38.7,-83.8181,"38.7,-83.8181",H L Spurlock,KY,ESC,SERC,ST,TDF,OTH,Other (including nonbiogenic MSW),517862,481012,47401.221
6041,21069,21069,38.7,-83.8181,"38.7,-83.8181",H L Spurlock,KY,ESC,SERC,ST,WC,WOC,Waste Coal,0,0,0
6041,21069,21069,38.7,-83.8181,"38.7,-83.8181",H L Spurlock,KY,ESC,SERC,ST,WDS,WWW,Wood and Wood Waste,0,0,0
6042,12081,12081,27.6058,-82.3456,"27.6058,-82.3456",Manatee,FL,SAT,SERC,CA,DFO,DFO,Distillate Petroleum,0,0,0
6042,12081,12081,27.6058,-82.3456,"27.6058,-82.3456",Manatee,FL,SAT,SERC,CA,NG,NG,Natural Gas,0,0,2514230
6042,12081,12081,27.6058,-82.3456,"27.6058,-82.3456",Manatee,FL,SAT,SERC,CT,DFO,DFO,Distillate Petroleum,0,0,0
6042,12081,12081,27.6058,-82.3456,"27.6058,-82.3456",Manatee,FL,SAT,SERC,CT,NG,NG,Natural Gas,54370690,54370690,5358842
6042,12081,12081,27.6058,-82.3456,"27.6058,-82.3456",Manatee,FL,SAT,SERC,ST,NG,NG,Natural Gas,29027360,29027360,2448404
6042,12081,12081,27.6058,-82.3456,"27.6058,-82.3456",Manatee,FL,SAT,SERC,ST,RFO,RFO,Residual Petroleum,1196098,1196098,103138.97
6043,12085,12085,27.0536,-80.5628,"27.0536,-80.5628",Martin,FL,SAT,SERC,CA,DFO,DFO,Distillate Petroleum,0,0,1003.058
6043,12085,12085,27.0536,-80.5628,"27.0536,-80.5628",Martin,FL,SAT,SERC,CA,NG,NG,Natural Gas,0,0,4197889.9
6043,12085,12085,27.0536,-80.5628,"27.0536,-80.5628",Martin,FL,SAT,SERC,CA,SUN,SUN,Solar PV and thermal,249054,249054,27968
6043,12085,12085,27.0536,-80.5628,"27.0536,-80.5628",Martin,FL,SAT,SERC,CT,DFO,DFO,Distillate Petroleum,19866,19866,1792.206
6043,12085,12085,27.0536,-80.5628,"27.0536,-80.5628",Martin,FL,SAT,SERC,CT,NG,NG,Natural Gas,83143499,83143499,7516143.8
6043,12085,12085,27.0536,-80.5628,"27.0536,-80.5628",Martin,FL,SAT,SERC,ST,NG,NG,Natural Gas,0,0,0
6043,12085,12085,27.0536,-80.5628,"27.0536,-80.5628",Martin,FL,SAT,SERC,ST,RFO,RFO,Residual Petroleum,0,0,0
6045,12099,12099,27.348611,-80.246389,"27.348611,-80.246389",St Lucie,FL,SAT,SERC,ST,NUC,NUC,Nuclear,156364660,156364660,14965628
6046,12127,12127,28.903863,-81.332329,"28.903863,-81.332329",DeBary,FL,SAT,SERC,GT,DFO,DFO,Distillate Petroleum,128101,128101,9254.744
6046,12127,12127,28.903863,-81.332329,"28.903863,-81.332329",DeBary,FL,SAT,SERC,GT,NG,NG,Natural Gas,1746360,1746360,126168.26
6047,25011,25011,42.573084,-72.707274,"42.573084,-72.707274",Deerfield 2,MA,NEW,NPCC,HY,WAT,HYC,Hydroelectric Conventional,285744,285744,32088
6049,25007,25007,41.392486,-70.620089,"41.392486,-70.620089",West Tisbury Generating Facility,MA,NEW,NPCC,IC,DFO,DFO,Distillate Petroleum,5904,5904,586
6051,13001,13001,31.9342,-82.3447,"31.9342,-82.3447",Edwin I Hatch,GA,SAT,SERC,ST,NUC,NUC,Nuclear,145315092,145315092,13916881
6052,13045,13045,33.41342,-85.032329,"33.41342,-85.032329",Wansley,GA,SAT,SERC,GT,DFO,DFO,Distillate Petroleum,3665,3665,-274
6052,13045,13045,33.41342,-85.032329,"33.41342,-85.032329",Wansley,GA,SAT,SERC,ST,BIT,COL,Coal ,19764738,19764738,1805220.4
6052,13045,13045,33.41342,-85.032329,"33.41342,-85.032329",Wansley,GA,SAT,SERC,ST,DFO,DFO,Distillate Petroleum,138320,138320,10853.632
6055,22077,22077,30.7261,-91.3692,"30.7261,-91.3692",Big Cajun 2,LA,WSC,SERC,ST,DFO,DFO,Distillate Petroleum,143202,143202,10708.573
6055,22077,22077,30.7261,-91.3692,"30.7261,-91.3692",Big Cajun 2,LA,WSC,SERC,ST,NG,NG,Natural Gas,17161532,17161532,1477555.9
6055,22077,22077,30.7261,-91.3692,"30.7261,-91.3692",Big Cajun 2,LA,WSC,SERC,ST,RC,COL,Coal ,2641061,2641061,199525.53
6055,22077,22077,30.7261,-91.3692,"30.7261,-91.3692",Big Cajun 2,LA,WSC,SERC,ST,SUB,COL,Coal ,18718191,18718191,1586164
6056,15009,15009,20.896884,-156.462696,"20.896884,-156.462696",Kahului,HI,PACN,HICC,ST,DFO,DFO,Distillate Petroleum,0,0,0
6056,15009,15009,20.896884,-156.462696,"20.896884,-156.462696",Kahului,HI,PACN,HICC,ST,PG,WOO,Waste Oil,0,0,0
6056,15009,15009,20.896884,-156.462696,"20.896884,-156.462696",Kahului,HI,PACN,HICC,ST,RFO,RFO,Residual Petroleum,2417798,2417798,162612
6058,27109,27109,44.0322,-92.4908,"44.0322,-92.4908",Cascade Creek,MN,WNC,MRO,GT,DFO,DFO,Distillate Petroleum,6411,6411,553.153
6058,27109,27109,44.0322,-92.4908,"44.0322,-92.4908",Cascade Creek,MN,WNC,MRO,GT,NG,NG,Natural Gas,229275,229275,19786.847
6060,6065,06065,33.6758,-116.1714,"33.6758,-116.1714",Coachella,CA,PACC,WECC,GT,DFO,DFO,Distillate Petroleum,524,524,32.17
6060,6065,06065,33.6758,-116.1714,"33.6758,-116.1714",Coachella,CA,PACC,WECC,GT,NG,NG,Natural Gas,80981,80981,4990.83
6061,28035,28035,31.2186,-89.394,"31.2186,-89.394",R D Morrow,MS,ESC,SERC,ST,BIT,COL,Coal ,0,0,0
6061,28035,28035,31.2186,-89.394,"31.2186,-89.394",R D Morrow,MS,ESC,SERC,ST,DFO,DFO,Distillate Petroleum,0,0,0
6063,19013,19013,42.4407,-92.4205,"42.4407,-92.4205",Electrifarm,IA,WNC,MRO,GT,DFO,DFO,Distillate Petroleum,0,0,0
6063,19013,19013,42.4407,-92.4205,"42.4407,-92.4205",Electrifarm,IA,WNC,MRO,GT,NG,NG,Natural Gas,75947,75947,1023
6064,20209,20209,39.1681,-94.6975,"39.1681,-94.6975",Nearman Creek,KS,WNC,MRO,GT,DFO,DFO,Distillate Petroleum,65790,65790,4315.998
6064,20209,20209,39.1681,-94.6975,"39.1681,-94.6975",Nearman Creek,KS,WNC,MRO,GT,NG,NG,Natural Gas,68448,68448,4576.002
6064,20209,20209,39.1681,-94.6975,"39.1681,-94.6975",Nearman Creek,KS,WNC,MRO,ST,DFO,DFO,Distillate Petroleum,52914,52914,4519.871
6064,20209,20209,39.1681,-94.6975,"39.1681,-94.6975",Nearman Creek,KS,WNC,MRO,ST,SUB,COL,Coal ,11935392,11935392,1054690.1
6065,29165,29165,39.4472,-94.98,"39.4472,-94.98",Iatan,MO,WNC,MRO,ST,DFO,DFO,Distillate Petroleum,274621,274621,28590.21
6065,29165,29165,39.4472,-94.98,"39.4472,-94.98",Iatan,MO,WNC,MRO,ST,SUB,COL,Coal ,81041546,81041546,8533687.8
6068,20085,20085,39.286453,-96.117231,"39.286453,-96.117231",Jeffrey Energy Center,KS,WNC,MRO,ST,DFO,DFO,Distillate Petroleum,315282,315282,26138.766
6068,20085,20085,39.286453,-96.117231,"39.286453,-96.117231",Jeffrey Energy Center,KS,WNC,MRO,ST,SUB,COL,Coal ,77782040,77782040,6547489.2
6071,21041,21041,38.5847,-85.4117,"38.5847,-85.4117",Trimble County,KY,ESC,SERC,GT,NG,NG,Natural Gas,9697967,9697967,879910
6071,21041,21041,38.5847,-85.4117,"38.5847,-85.4117",Trimble County,KY,ESC,SERC,ST,BIT,COL,Coal ,1583202,1583202,159183.49
6071,21041,21041,38.5847,-85.4117,"38.5847,-85.4117",Trimble County,KY,ESC,SERC,ST,DFO,DFO,Distillate Petroleum,0,0,0
6071,21041,21041,38.5847,-85.4117,"38.5847,-85.4117",Trimble County,KY,ESC,SERC,ST,NG,NG,Natural Gas,209635,209635,20964.725
6071,21041,21041,38.5847,-85.4117,"38.5847,-85.4117",Trimble County,KY,ESC,SERC,ST,PC,PC,Petroleum Coke,0,0,0
6071,21041,21041,38.5847,-85.4117,"38.5847,-85.4117",Trimble County,KY,ESC,SERC,ST,RC,COL,Coal ,76581306,76581306,7740013
6071,21041,21041,38.5847,-85.4117,"38.5847,-85.4117",Trimble County,KY,ESC,SERC,ST,SUB,COL,Coal ,228645,228645,23295.742
6071,21041,21041,38.5847,-85.4117,"38.5847,-85.4117",Trimble County,KY,ESC,SERC,ST,WC,WOC,Waste Coal,0,0,0
6071,21041,21041,38.5847,-85.4117,"38.5847,-85.4117",Trimble County,KY,ESC,SERC,ST,WO,WOO,Waste Oil,0,0,0
6072,28021,28021,32.0081,-91.0478,"32.0081,-91.0478",Grand Gulf,MS,ESC,SERC,ST,NUC,NUC,Nuclear,115197566,115197566,11032514
6073,28059,28059,30.5322,-88.5553,"30.5322,-88.5553",Victor J Daniel Jr,MS,ESC,SERC,CA,NG,NG,Natural Gas,1292366,1292366,2939202
6073,28059,28059,30.5322,-88.5553,"30.5322,-88.5553",Victor J Daniel Jr,MS,ESC,SERC,CT,NG,NG,Natural Gas,57015358,57015358,5353133
6073,28059,28059,30.5322,-88.5553,"30.5322,-88.5553",Victor J Daniel Jr,MS,ESC,SERC,ST,BIT,COL,Coal ,5735423,5735423,510210.43
6073,28059,28059,30.5322,-88.5553,"30.5322,-88.5553",Victor J Daniel Jr,MS,ESC,SERC,ST,DFO,DFO,Distillate Petroleum,131033,131033,11000.261
6073,28059,28059,30.5322,-88.5553,"30.5322,-88.5553",Victor J Daniel Jr,MS,ESC,SERC,ST,SUB,COL,Coal ,17723376,17723376,1541590.3
6074,29037,29037,38.8615,-94.2982,"38.8615,-94.2982",Greenwood (MO),MO,WNC,MRO,GT,DFO,DFO,Distillate Petroleum,12804,12804,442.703
6074,29037,29037,38.8615,-94.2982,"38.8615,-94.2982",Greenwood (MO),MO,WNC,MRO,GT,NG,NG,Natural Gas,362783,362783,13403.297
6074,29037,29037,38.8615,-94.2982,"38.8615,-94.2982",Greenwood (MO),MO,WNC,MRO,PV,SUN,SUN,Solar PV and thermal,40472,40472,4545
6076,30087,30087,45.8831,-106.614,"45.8831,-106.614",Colstrip,MT,MTN,WECC,ST,DFO,DFO,Distillate Petroleum,97649,97649,8940.945
6076,30087,30087,45.8831,-106.614,"45.8831,-106.614",Colstrip,MT,MTN,WECC,ST,PG,WOO,Waste Oil,0,0,0
6076,30087,30087,45.8831,-106.614,"45.8831,-106.614",Colstrip,MT,MTN,WECC,ST,SUB,COL,Coal ,146298446,146298446,13394759
6076,30087,30087,45.8831,-106.614,"45.8831,-106.614",Colstrip,MT,MTN,WECC,ST,WO,WOO,Waste Oil,43323,43323,3981.723
6077,31005,31005,41.0808,-101.1408,"41.0808,-101.1408",Gerald Gentleman,NE,WNC,MRO,ST,NG,NG,Natural Gas,302259,302259,30101.738
6077,31005,31005,41.0808,-101.1408,"41.0808,-101.1408",Gerald Gentleman,NE,WNC,MRO,ST,SUB,COL,Coal ,83854266,83854266,8370453.3
6081,25013,25013,42.1978,-72.5106,"42.1978,-72.5106",Stony Brook,MA,NEW,NPCC,CA,DFO,DFO,Distillate Petroleum,0,0,55.395
6081,25013,25013,42.1978,-72.5106,"42.1978,-72.5106",Stony Brook,MA,NEW,NPCC,CA,NG,NG,Natural Gas,0,0,12860.605
6081,25013,25013,42.1978,-72.5106,"42.1978,-72.5106",Stony Brook,MA,NEW,NPCC,CT,DFO,DFO,Distillate Petroleum,8303,8303,655.416
6081,25013,25013,42.1978,-72.5106,"42.1978,-72.5106",Stony Brook,MA,NEW,NPCC,CT,NG,NG,Natural Gas,430128,430128,31181.584
6081,25013,25013,42.1978,-72.5106,"42.1978,-72.5106",Stony Brook,MA,NEW,NPCC,GT,DFO,DFO,Distillate Petroleum,20345,20345,1521
6081,25013,25013,42.1978,-72.5106,"42.1978,-72.5106",Stony Brook,MA,NEW,NPCC,IC,DFO,DFO,Distillate Petroleum,0,0,0
6082,36063,36063,43.358889,-78.604722,"43.358889,-78.604722",Somerset Operating Co LLC,NY,MAT,NPCC,ST,BIT,COL,Coal ,3750931,3750931,340742.5
6082,36063,36063,43.358889,-78.604722,"43.358889,-78.604722",Somerset Operating Co LLC,NY,MAT,NPCC,ST,DFO,DFO,Distillate Petroleum,52864,52864,4533.504
6082,36063,36063,43.358889,-78.604722,"43.358889,-78.604722",Somerset Operating Co LLC,NY,MAT,NPCC,ST,KER,WOO,Waste Oil,0,0,0
6082,36063,36063,43.358889,-78.604722,"43.358889,-78.604722",Somerset Operating Co LLC,NY,MAT,NPCC,ST,PC,PC,Petroleum Coke,0,0,0
6082,36063,36063,43.358889,-78.604722,"43.358889,-78.604722",Somerset Operating Co LLC,NY,MAT,NPCC,ST,SUB,COL,Coal ,0,0,0
6083,25011,25011,42.5995,-72.7335,"42.5995,-72.7335",Deerfield 3,MA,NEW,NPCC,HY,WAT,HYC,Hydroelectric Conventional,242145,242145,27192
6085,18073,18073,41.2164,-87.0261,"41.2164,-87.0261",R M Schahfer,IN,ENC,RFC,GT,NG,NG,Natural Gas,134043,134043,6128
6085,18073,18073,41.2164,-87.0261,"41.2164,-87.0261",R M Schahfer,IN,ENC,RFC,ST,BIT,COL,Coal ,31819251,31819251,2736668.8
6085,18073,18073,41.2164,-87.0261,"41.2164,-87.0261",R M Schahfer,IN,ENC,RFC,ST,NG,NG,Natural Gas,382969,382969,32888.904
6085,18073,18073,41.2164,-87.0261,"41.2164,-87.0261",R M Schahfer,IN,ENC,RFC,ST,SUB,COL,Coal ,31494937,31494937,2716889.3
6086,55017,55017,45.164024,-91.157427,"45.164024,-91.157427",Cornell,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,1145066,1145066,128587
6087,13159,13159,33.3498,-83.1574,"33.3498,-83.1574",Wallace Dam,GA,SAT,SERC,HY,WAT,HYC,Hydroelectric Conventional,696282,696282,78190
6087,13159,13159,33.3498,-83.1574,"33.3498,-83.1574",Wallace Dam,GA,SAT,SERC,PS,WAT,HPS,Hydroelectric Pumped Storage,0,0,-61258
6088,4019,04019,32.401,-111.1262,"32.401,-111.1262",North Loop,AZ,MTN,WECC,GT,DFO,DFO,Distillate Petroleum,0,0,0
6088,4019,04019,32.401,-111.1262,"32.401,-111.1262",North Loop,AZ,MTN,WECC,GT,NG,NG,Natural Gas,189924,189924,12476
6089,30083,30083,47.6785,-104.15665,"47.6785,-104.15665",Lewis & Clark,MT,MTN,MRO,IC,NG,NG,Natural Gas,32568,32568,2003
6089,30083,30083,47.6785,-104.15665,"47.6785,-104.15665",Lewis & Clark,MT,MTN,MRO,ST,LIG,COL,Coal ,3408463,3408463,256151.81
6089,30083,30083,47.6785,-104.15665,"47.6785,-104.15665",Lewis & Clark,MT,MTN,MRO,ST,NG,NG,Natural Gas,7824,7824,541.216
6089,30083,30083,47.6785,-104.15665,"47.6785,-104.15665",Lewis & Clark,MT,MTN,MRO,ST,SUB,COL,Coal ,64408,64408,4762.97
6090,27141,27141,45.3808,-93.8931,"45.3808,-93.8931",Sherburne County,MN,WNC,MRO,ST,DFO,DFO,Distillate Petroleum,191184,184558,18244.699
6090,27141,27141,45.3808,-93.8931,"45.3808,-93.8931",Sherburne County,MN,WNC,MRO,ST,SUB,COL,Coal ,112194483,108015894,10734409
6092,46027,46027,42.897663,-96.990494,"42.897663,-96.990494",Spirit Mound,SD,WNC,MRO,GT,DFO,DFO,Distillate Petroleum,74645,74645,5400
6094,42007,42007,40.6348,-80.4159,"40.6348,-80.4159",FirstEnergy Bruce Mansfield,PA,MAT,RFC,ST,BIT,COL,Coal ,1572289,1572289,119754.34
6094,42007,42007,40.6348,-80.4159,"40.6348,-80.4159",FirstEnergy Bruce Mansfield,PA,MAT,RFC,ST,DFO,DFO,Distillate Petroleum,229141,229141,7339.458
6094,42007,42007,40.6348,-80.4159,"40.6348,-80.4159",FirstEnergy Bruce Mansfield,PA,MAT,RFC,ST,RC,COL,Coal ,7087514,7087514,527339.2
6094,42007,42007,40.6348,-80.4159,"40.6348,-80.4159",FirstEnergy Bruce Mansfield,PA,MAT,RFC,ST,SUB,COL,Coal ,0,0,0
6095,40103,40103,36.45307,-97.05279,"36.45307,-97.05279",Sooner,OK,WSC,MRO,ST,DFO,DFO,Distillate Petroleum,125340,125340,10168.569
6095,40103,40103,36.45307,-97.05279,"36.45307,-97.05279",Sooner,OK,WSC,MRO,ST,SUB,COL,Coal ,42686307,42686307,3599758.4
6096,31131,31131,40.6214,-95.7764,"40.6214,-95.7764",Nebraska City,NE,WNC,MRO,ST,DFO,DFO,Distillate Petroleum,44377,44377,4261.497
6096,31131,31131,40.6214,-95.7764,"40.6214,-95.7764",Nebraska City,NE,WNC,MRO,ST,NG,NG,Natural Gas,311023,311023,29824.492
6096,31131,31131,40.6214,-95.7764,"40.6214,-95.7764",Nebraska City,NE,WNC,MRO,ST,SUB,COL,Coal ,69225745,69225745,6778371
6098,46051,46051,45.303652,-96.510067,"45.303652,-96.510067",Big Stone,SD,WNC,MRO,IC,DFO,DFO,Distillate Petroleum,0,0,0
6098,46051,46051,45.303652,-96.510067,"45.303652,-96.510067",Big Stone,SD,WNC,MRO,ST,AB,ORW,Other Renewables ,0,0,0
6098,46051,46051,45.303652,-96.510067,"45.303652,-96.510067",Big Stone,SD,WNC,MRO,ST,DFO,DFO,Distillate Petroleum,21474,20660,2016.709
6098,46051,46051,45.303652,-96.510067,"45.303652,-96.510067",Big Stone,SD,WNC,MRO,ST,SUB,COL,Coal ,27749873,26780931,2617071.3
6099,6079,06079,35.211536,-120.855542,"35.211536,-120.855542",Diablo Canyon,CA,PACC,WECC,ST,NUC,NUC,Nuclear,168840856,168840856,16165384
6100,6019,06019,37.029304,-118.968252,"37.029304,-118.968252",Helms Pumped Storage,CA,PACC,WECC,PS,WAT,HPS,Hydroelectric Pumped Storage,0,0,-298392
6101,56005,56005,44.290128,-105.381482,"44.290128,-105.381482",Wyodak,WY,MTN,WECC,ST,DFO,DFO,Distillate Petroleum,33375,33375,2551.971
6101,56005,56005,44.290128,-105.381482,"44.290128,-105.381482",Wyodak,WY,MTN,WECC,ST,SUB,COL,Coal ,23885335,23885335,1848319
6103,42037,42037,41.0919,-76.1462,"41.0919,-76.1462",TalenEnergy Susquehanna,PA,MAT,RFC,ST,NUC,NUC,Nuclear,218428789,218428789,20919007
6105,42011,42011,40.224303,-75.58744,"40.224303,-75.58744",Limerick,PA,MAT,RFC,ST,NUC,NUC,Nuclear,201999771,201999771,19345594
6106,41049,41049,45.693182,-119.808819,"45.693182,-119.808819",Boardman,OR,PACC,WECC,ST,DFO,DFO,Distillate Petroleum,52654,52654,4782.474
6106,41049,41049,45.693182,-119.808819,"45.693182,-119.808819",Boardman,OR,PACC,WECC,ST,SUB,COL,Coal ,26244373,26244373,2569159.5
6110,36075,36075,43.52139,-76.408394,"43.52139,-76.408394",James A Fitzpatrick,NY,MAT,NPCC,ST,NUC,NUC,Nuclear,76799386,76799386,7355106
6112,8123,08123,40.2461,-104.8742,"40.2461,-104.8742",Fort St Vrain,CO,MTN,WECC,CA,NG,NG,Natural Gas,5591349,5591349,1426540
6112,8123,08123,40.2461,-104.8742,"40.2461,-104.8742",Fort St Vrain,CO,MTN,WECC,CT,NG,NG,Natural Gas,24460543,24460543,2470705
6112,8123,08123,40.2461,-104.8742,"40.2461,-104.8742",Fort St Vrain,CO,MTN,WECC,GT,NG,NG,Natural Gas,1292383,1292383,107458
6113,18051,18051,38.372222,-87.765833,"38.372222,-87.765833",Gibson,IN,ENC,RFC,ST,BIT,COL,Coal ,134046330,134046330,12141089
6113,18051,18051,38.372222,-87.765833,"38.372222,-87.765833",Gibson,IN,ENC,RFC,ST,DFO,DFO,Distillate Petroleum,474641,474641,43057.727
6115,33015,33015,42.899167,-70.848889,"42.899167,-70.848889",Seabrook,NH,NEW,NPCC,ST,NUC,NUC,Nuclear,113886188,113886188,10906923
6118,34033,34033,39.4666,-75.5377,"39.4666,-75.5377",PSEG Hope Creek Generating Station,NJ,MAT,RFC,ST,NUC,NUC,Nuclear,91123646,91123646,8726946
6119,25011,25011,42.6198,-72.7376,"42.6198,-72.7376",Deerfield 4,MA,NEW,NPCC,HY,WAT,HYC,Hydroelectric Conventional,203801,203801,22886
6120,53073,53073,48.885636,-122.75164,"48.885636,-122.75164",Whitehorn,WA,PACC,WECC,GT,DFO,DFO,Distillate Petroleum,7650,7650,476.475
6120,53073,53073,48.885636,-122.75164,"48.885636,-122.75164",Whitehorn,WA,PACC,WECC,GT,NG,NG,Natural Gas,118690,118690,7393.525
6122,36055,36055,43.2777,-77.3099,"43.2777,-77.3099",R E Ginna Nuclear Power Plant,NY,MAT,NPCC,ST,NUC,NUC,Nuclear,52142357,52142357,4993693
6124,13103,13103,32.356287,-81.168347,"32.356287,-81.168347",McIntosh,GA,SAT,SERC,GT,BIT,COL,Coal ,0,0,0
6124,13103,13103,32.356287,-81.168347,"32.356287,-81.168347",McIntosh,GA,SAT,SERC,GT,DFO,DFO,Distillate Petroleum,59328,59328,3594.073
6124,13103,13103,32.356287,-81.168347,"32.356287,-81.168347",McIntosh,GA,SAT,SERC,GT,NG,NG,Natural Gas,643448,643448,40145.927
6124,13103,13103,32.356287,-81.168347,"32.356287,-81.168347",McIntosh,GA,SAT,SERC,GT,SUB,COL,Coal ,0,0,0
6124,13103,13103,32.356287,-81.168347,"32.356287,-81.168347",McIntosh,GA,SAT,SERC,ST,BIT,COL,Coal ,0,0,0
6124,13103,13103,32.356287,-81.168347,"32.356287,-81.168347",McIntosh,GA,SAT,SERC,ST,DFO,DFO,Distillate Petroleum,3100,3100,160.368
6124,13103,13103,32.356287,-81.168347,"32.356287,-81.168347",McIntosh,GA,SAT,SERC,ST,SUB,COL,Coal ,261585,261585,16104.632
6125,25027,25027,42.2747,-71.7172,"42.2747,-71.7172",Shrewsbury,MA,NEW,NPCC,IC,DFO,DFO,Distillate Petroleum,1248,1248,-107.414
6125,25027,25027,42.2747,-71.7172,"42.2747,-71.7172",Shrewsbury,MA,NEW,NPCC,IC,NG,NG,Natural Gas,2108,2108,-181.586
6125,25027,25027,42.2747,-71.7172,"42.2747,-71.7172",Shrewsbury,MA,NEW,NPCC,PV,SUN,SUN,Solar PV and thermal,43020,43020,4831
6126,45039,45039,34.3061,-81.3308,"34.3061,-81.3308",Fairfield Pumped Storage,SC,SAT,SERC,PS,WAT,HPS,Hydroelectric Pumped Storage,0,0,-188774
6127,45039,45039,34.2983,-81.3153,"34.2983,-81.3153",V C Summer,SC,SAT,SERC,ST,NUC,NUC,Nuclear,86127218,86127218,8248436
6128,48137,48137,29.449827,-101.06011,"29.449827,-101.06011",Amistad Dam & Power,TX,WSC,TRE,HY,WAT,HYC,Hydroelectric Conventional,857054,857054,96244
6130,13123,13123,34.6121,-84.6733,"34.6121,-84.6733",Carters,GA,SAT,SERC,HY,WAT,HYC,Hydroelectric Conventional,2234195,2234195,250892
6130,13123,13123,34.6121,-84.6733,"34.6121,-84.6733",Carters,GA,SAT,SERC,PS,WAT,HPS,Hydroelectric Pumped Storage,0,0,-48245
6131,1001,01001,32.324242,-86.784319,"32.324242,-86.784319",Jones Bluff,AL,ESC,SERC,HY,WAT,HYC,Hydroelectric Conventional,2254951,2254951,253223
6132,13105,13105,34.0256,-82.5953,"34.0256,-82.5953",Richard B Russell,GA,SAT,SERC,HY,WAT,HYC,Hydroelectric Conventional,4075436,4075436,457657
6132,13105,13105,34.0256,-82.5953,"34.0256,-82.5953",Richard B Russell,GA,SAT,SERC,PS,WAT,HPS,Hydroelectric Pumped Storage,0,0,41931
6133,13145,13145,32.918674,-85.1887,"32.918674,-85.1887",West Point (GA),GA,SAT,SERC,HY,WAT,HYC,Hydroelectric Conventional,2223391,2223391,249679
6136,48185,48185,30.619937,-96.081846,"30.619937,-96.081846",Gibbons Creek,TX,WSC,TRE,ST,NG,NG,Natural Gas,0,0,0
6136,48185,48185,30.619937,-96.081846,"30.619937,-96.081846",Gibbons Creek,TX,WSC,TRE,ST,SUB,COL,Coal ,0,0,0
6137,18129,18129,37.9053,-87.715,"37.9053,-87.715",A B Brown,IN,ENC,RFC,GT,DFO,DFO,Distillate Petroleum,198,198,13.703
6137,18129,18129,37.9053,-87.715,"37.9053,-87.715",A B Brown,IN,ENC,RFC,GT,NG,NG,Natural Gas,301024,301024,21849.297
6137,18129,18129,37.9053,-87.715,"37.9053,-87.715",A B Brown,IN,ENC,RFC,ST,BIT,COL,Coal ,26953660,26953660,2426914.1
6137,18129,18129,37.9053,-87.715,"37.9053,-87.715",A B Brown,IN,ENC,RFC,ST,NG,NG,Natural Gas,236236,236236,21182.852
6138,5007,05007,36.2561,-94.5241,"36.2561,-94.5241",Flint Creek,AR,WSC,MRO,ST,DFO,DFO,Distillate Petroleum,57448,57448,5174.68
6138,5007,05007,36.2561,-94.5241,"36.2561,-94.5241",Flint Creek,AR,WSC,MRO,ST,SUB,COL,Coal ,25669663,25669663,2371680.3
6139,48063,48063,33.05522,-94.839993,"33.05522,-94.839993",Welsh,TX,WSC,MRO,ST,DFO,DFO,Distillate Petroleum,99446,99446,8700.782
