plant_id,fips_raw,county_FIPS,coord_lat,coord_long,coords,plant_name,plant_state,census_region,NERC_region,prime_mover,reported_FTC,AER_FTC,AER_FTC_full,MMBTU_con_tot_YTD,MMBTU_con_elec_YTD,MWh_net_gen_elec_YTD
4007,55017,55017,45.223611,-91.127222,"45.223611,-91.127222",Holcombe,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,1338697,1338697,150331
4008,55017,55017,45.051,-91.274,"45.051,-91.274",Jim Falls,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,1888529,1888529,212075
4009,55033,55033,44.884167,-91.929444,"44.884167,-91.929444",Menomonie,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,282324,282324,31704
4011,55013,55013,45.41167,-92.6469,"45.41167,-92.6469",St Croix Falls,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,1134497,1134497,127400
4012,55129,55129,45.94794,-91.888374,"45.94794,-91.888374",Trego,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,87287,87287,9802
4014,55033,55033,44.885416,-91.515833,"44.885416,-91.515833",Wheaton,WI,ENC,MRO,GT,DFO,DFO,Distillate Petroleum,52595,52595,2903.279
4014,55033,55033,44.885416,-91.515833,"44.885416,-91.515833",Wheaton,WI,ENC,MRO,GT,NG,NG,Natural Gas,226858,226858,12522.721
4015,55017,55017,44.9378,-91.3406,"44.9378,-91.3406",Wissota,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,1831436,1831436,205664
4018,55013,55013,45.9467,-92.5383,"45.9467,-92.5383",Clam River Dam,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,57054,57054,6407
4019,55013,55013,46,-92.3725,"46,-92.3725",Danbury Dam,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,25158,25158,2825
4020,55013,55013,45.654835,-92.465063,"45.654835,-92.465063",Frederic Diesel,WI,ENC,MRO,IC,DFO,DFO,Distillate Petroleum,0,0,-78
4021,55013,55013,45.779189,-92.678047,"45.779189,-92.678047",Grantsburg Diesel,WI,ENC,MRO,IC,DFO,DFO,Distillate Petroleum,212,212,-282
4040,55089,55089,43.3842,-87.8689,"43.3842,-87.8689",Port Washington Generating Station,WI,ENC,RFC,CA,NG,NG,Natural Gas,1358787,1358787,2760195
4040,55089,55089,43.3842,-87.8689,"43.3842,-87.8689",Port Washington Generating Station,WI,ENC,RFC,CT,NG,NG,Natural Gas,51539881,51539881,5107408
4041,55079,55079,42.8457,-87.8294,"42.8457,-87.8294",South Oak Creek,WI,ENC,RFC,ST,NG,NG,Natural Gas,170497,170497,15839.785
4041,55079,55079,42.8457,-87.8294,"42.8457,-87.8294",South Oak Creek,WI,ENC,RFC,ST,RC,COL,Coal ,39898097,39898097,3790172.2
4041,55079,55079,42.8457,-87.8294,"42.8457,-87.8294",South Oak Creek,WI,ENC,RFC,ST,SUB,COL,Coal ,0,0,0
4042,55079,55079,43.0303,-87.9233,"43.0303,-87.9233",Valley (WI),WI,ENC,RFC,IC,DFO,DFO,Distillate Petroleum,262,0,0
4042,55079,55079,43.0303,-87.9233,"43.0303,-87.9233",Valley (WI),WI,ENC,RFC,ST,BIT,COL,Coal ,0,0,0
4042,55079,55079,43.0303,-87.9233,"43.0303,-87.9233",Valley (WI),WI,ENC,RFC,ST,NG,NG,Natural Gas,7861809,3664076,379801
4043,55015,55015,44.25393,-88.40956,"44.25393,-88.40956",Appleton,WI,ENC,RFC,HY,WAT,HYC,Hydroelectric Conventional,60732,60732,6820
4044,55083,55083,44.8764,-88.1475,"44.8764,-88.1475",Oconto Falls Upper,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,84803,84803,9523
4045,55037,55037,45.8275,-88.2483,"45.8275,-88.2483",Pine,WI,ENC,RFC,HY,WAT,HYC,Hydroelectric Conventional,14772,14772,1659
4046,55071,55071,44.2806,-87.5369,"44.2806,-87.5369",Point Beach Nuclear Plant,WI,ENC,RFC,GT,DFO,DFO,Distillate Petroleum,2402,2402,-331
4046,55071,55071,44.2806,-87.5369,"44.2806,-87.5369",Point Beach Nuclear Plant,WI,ENC,RFC,ST,NUC,NUC,Nuclear,104732860,104732860,10030305
4050,55117,55117,43.715142,-87.705863,"43.715142,-87.705863",Edgewater,WI,ENC,MRO,ST,DFO,DFO,Distillate Petroleum,33353,33353,3168.665
4050,55117,55117,43.715142,-87.705863,"43.715142,-87.705863",Edgewater,WI,ENC,MRO,ST,SUB,COL,Coal ,15010230,15010230,1423953.3
4053,55001,55001,43.625845,-89.780764,"43.625845,-89.780764",Kilbourn,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,380377,380377,42715
4056,55021,55021,43.309932,-89.727778,"43.309932,-89.727778",Prairie Du Sac,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,1646597,1646597,184907
4057,55105,55105,42.583094,-89.025915,"42.583094,-89.025915",Rock River,WI,ENC,MRO,GT,DFO,DFO,Distillate Petroleum,0,0,0
4057,55105,55105,42.583094,-89.025915,"42.583094,-89.025915",Rock River,WI,ENC,MRO,GT,NG,NG,Natural Gas,50991,50991,2772
4059,55105,55105,42.8347,-89.110833,"42.8347,-89.110833",Sheepskin,WI,ENC,MRO,GT,NG,NG,Natural Gas,12143,12143,565
4060,55069,55069,45.1875,-89.7553,"45.1875,-89.7553",Alexander,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,259161,259161,29103
4061,55075,55075,45.3569,-88.2306,"45.3569,-88.2306",Caldron Falls,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,212109,212109,23819
4063,55069,55069,45.3019,-89.7917,"45.3019,-89.7917",Grandfather Falls,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,520979,520979,58504
4064,55069,55069,45.5711,-89.4806,"45.5711,-89.4806",Hat Rapids,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,90823,90823,10199
4065,55075,55075,45.2794,-88.1997,"45.2794,-88.1997",High Falls (WI),WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,134609,134609,15116
4067,55075,55075,45.2875,-88.1603,"45.2875,-88.1603",Johnson Falls,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,106557,106557,11966
4068,55069,55069,45.1786,-89.685,"45.1786,-89.685",Merrill,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,62380,62380,7005
4071,55075,55075,45.1136,-87.7586,"45.1136,-87.7586",Potato Rapids,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,62414,62414,7009
4072,55009,55009,44.54,-88.0086,"44.54,-88.0086",Pulliam,WI,ENC,MRO,GT,DFO,DFO,Distillate Petroleum,0,0,0
4072,55009,55009,44.54,-88.0086,"44.54,-88.0086",Pulliam,WI,ENC,MRO,GT,NG,NG,Natural Gas,682362,682362,53774
4074,55075,55075,45.2333,-88.0678,"45.2333,-88.0678",Sandstone Rapids,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,147572,147572,16572
4075,55069,55069,45.4411,-89.7306,"45.4411,-89.7306",Tomahawk,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,92834,92834,10425
4076,55075,55075,45.0869,-87.6881,"45.0869,-87.6881",West Marinette,WI,ENC,MRO,GT,DFO,DFO,Distillate Petroleum,378,378,23.884
4076,55075,55075,45.0869,-87.6881,"45.0869,-87.6881",West Marinette,WI,ENC,MRO,GT,NG,NG,Natural Gas,401487,401487,25435.116
4077,55073,55073,44.9575,-89.6367,"44.9575,-89.6367",Wausau,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,141322,141322,15870
4078,55073,55073,44.8606,-89.6553,"44.8606,-89.6553",Weston,WI,ENC,MRO,GT,DFO,DFO,Distillate Petroleum,0,0,0
4078,55073,55073,44.8606,-89.6553,"44.8606,-89.6553",Weston,WI,ENC,MRO,GT,NG,NG,Natural Gas,52510,52510,3062
4078,55073,55073,44.8606,-89.6553,"44.8606,-89.6553",Weston,WI,ENC,MRO,ST,DFO,DFO,Distillate Petroleum,0,0,0
4078,55073,55073,44.8606,-89.6553,"44.8606,-89.6553",Weston,WI,ENC,MRO,ST,NG,NG,Natural Gas,206856,206856,21448.654
4078,55073,55073,44.8606,-89.6553,"44.8606,-89.6553",Weston,WI,ENC,MRO,ST,RC,COL,Coal ,42012413,42012413,4384506.3
4078,55073,55073,44.8606,-89.6553,"44.8606,-89.6553",Weston,WI,ENC,MRO,ST,SUB,COL,Coal ,0,0,0
4079,55001,55001,43.8656,-89.9514,"43.8656,-89.9514",Castle Rock,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,975081,975081,109498
4080,55001,55001,44.0572,-90.0217,"44.0572,-90.0217",Petenwell,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,1201897,1201897,134969
4100,55011,55011,44.2524,-91.5034,"44.2524,-91.5034",Arcadia Electric,WI,ENC,MRO,IC,DFO,DFO,Distillate Petroleum,5090,5090,183.079
4100,55011,55011,44.2524,-91.5034,"44.2524,-91.5034",Arcadia Electric,WI,ENC,MRO,IC,NG,NG,Natural Gas,2056,2056,73.921
4102,55005,55005,45.40193,-91.840382,"45.40193,-91.840382",Barron,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,3401,3401,382
4102,55005,55005,45.40193,-91.840382,"45.40193,-91.840382",Barron,WI,ENC,MRO,IC,DFO,DFO,Distillate Petroleum,12,12,0
4107,55063,55063,43.742874,-90.780325,"43.742874,-90.780325",Cashton,WI,ENC,MRO,IC,DFO,DFO,Distillate Petroleum,122,122,0
4107,55063,55063,43.742874,-90.780325,"43.742874,-90.780325",Cashton,WI,ENC,MRO,IC,NG,NG,Natural Gas,0,0,0
4112,55005,55005,45.5336,-92.0224,"45.5336,-92.0224",Cumberland (WI),WI,ENC,MRO,IC,DFO,DFO,Distillate Petroleum,818,818,81.131
4112,55005,55005,45.5336,-92.0224,"45.5336,-92.0224",Cumberland (WI),WI,ENC,MRO,IC,NG,NG,Natural Gas,582,582,57.869
4113,55057,55057,43.7395,-90.2675,"43.7395,-90.2675",Elroy,WI,ENC,MRO,IC,DFO,DFO,Distillate Petroleum,168,168,60
4113,55057,55057,43.7395,-90.2675,"43.7395,-90.2675",Elroy,WI,ENC,MRO,IC,NG,NG,Natural Gas,0,0,0
4114,55043,55043,42.9828,-90.6558,"42.9828,-90.6558",Fennimore,WI,ENC,MRO,IC,DFO,DFO,Distillate Petroleum,298,298,18
4118,55009,55009,44.276199,-88.265445,"44.276199,-88.265445",Kaukauna Gas Turbine,WI,ENC,MRO,GT,NG,NG,Natural Gas,12302,12302,705
4119,55087,55087,44.279897,-88.25558,"44.279897,-88.25558",Little Chute,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,228367,228367,25645
4120,55009,55009,44.2772,-88.2678,"44.2772,-88.2678",New Badger,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,494263,494263,55504
4122,55009,55009,44.3164,-88.3147,"44.3164,-88.3147",Rapide Croche,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,149347,149347,16771
4124,55103,55103,43.5722,-90.6391,"43.5722,-90.6391",La Farge,WI,ENC,MRO,IC,DFO,DFO,Distillate Petroleum,0,0,0
4125,55071,55071,44.082,-87.6558,"44.082,-87.6558",Manitowoc,WI,ENC,MRO,IC,NG,NG,Natural Gas,0,0,0
4125,55071,55071,44.082,-87.6558,"44.082,-87.6558",Manitowoc,WI,ENC,MRO,ST,BIT,COL,Coal ,271594,217767,18005.131
4125,55071,55071,44.082,-87.6558,"44.082,-87.6558",Manitowoc,WI,ENC,MRO,ST,NG,NG,Natural Gas,9355,7231,566.922
4125,55071,55071,44.082,-87.6558,"44.082,-87.6558",Manitowoc,WI,ENC,MRO,ST,PC,PC,Petroleum Coke,1359893,1084450,89686.683
4125,55071,55071,44.082,-87.6558,"44.082,-87.6558",Manitowoc,WI,ENC,MRO,ST,SUB,COL,Coal ,0,0,0
4125,55071,55071,44.082,-87.6558,"44.082,-87.6558",Manitowoc,WI,ENC,MRO,ST,WDS,WWW,Wood and Wood Waste,360467,287930,23738.264
4130,55057,55057,43.8797,-90.1645,"43.8797,-90.1645",New Lisbon,WI,ENC,MRO,IC,DFO,DFO,Distillate Petroleum,145,145,24
4130,55057,55057,43.8797,-90.1645,"43.8797,-90.1645",New Lisbon,WI,ENC,MRO,IC,NG,NG,Natural Gas,0,0,0
4139,55103,55103,43.507,-90.669,"43.507,-90.669",Viola,WI,ENC,MRO,IC,DFO,DFO,Distillate Petroleum,0,0,-2
4142,55107,55107,45.491826,-91.047211,"45.491826,-91.047211",Flambeau Hydroelectric Station,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,853669,853669,95864
4143,55123,55123,43.5589,-91.2325,"43.5589,-91.2325",Genoa,WI,ENC,MRO,ST,BIT,COL,Coal ,0,0,0
4143,55123,55123,43.5589,-91.2325,"43.5589,-91.2325",Genoa,WI,ENC,MRO,ST,DFO,DFO,Distillate Petroleum,40008,40008,3513.448
4143,55123,55123,43.5589,-91.2325,"43.5589,-91.2325",Genoa,WI,ENC,MRO,ST,SUB,COL,Coal ,13003110,13003110,1185411.6
4147,55083,55083,44.8747,-88.1586,"44.8747,-88.1586",Stiles,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,65755,65755,7384
4148,55029,55029,45.370922,-86.930822,"45.370922,-86.930822",Washington Island,WI,ENC,RFC,IC,DFO,DFO,Distillate Petroleum,246,246,27
4158,56009,56009,42.8378,-105.7769,"42.8378,-105.7769",Dave Johnston,WY,MTN,WECC,ST,DFO,DFO,Distillate Petroleum,82096,82096,7390.327
4158,56009,56009,42.8378,-105.7769,"42.8378,-105.7769",Dave Johnston,WY,MTN,WECC,ST,RC,COL,Coal ,36849214,36849214,3304159.7
4158,56009,56009,42.8378,-105.7769,"42.8378,-105.7769",Dave Johnston,WY,MTN,WECC,ST,SUB,COL,Coal ,15398646,15398646,1374829
4162,56023,56023,41.7581,-110.5983,"41.7581,-110.5983",Naughton,WY,MTN,WECC,ST,NG,NG,Natural Gas,310625,310625,27495.917
4162,56023,56023,41.7581,-110.5983,"41.7581,-110.5983",Naughton,WY,MTN,WECC,ST,SUB,COL,Coal ,31256047,31256047,2813174.1
4176,56025,56025,42.4766,-106.795901,"42.4766,-106.795901",Fremont Canyon,WY,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,1797625,1797625,201867
4177,56031,56031,42.467254,-104.955526,"42.467254,-104.955526",Glendo,WY,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,756177,756177,84916
4178,56031,56031,42.289868,-104.760634,"42.289868,-104.760634",Guernsey,WY,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,180957,180957,20321
4180,56007,56007,42.174301,-106.880543,"42.174301,-106.880543",Kortes,WY,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,1330442,1330442,149404
4182,56007,56007,42.156127,-106.908483,"42.156127,-106.908483",Seminoe,WY,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,1257431,1257431,141205
4183,56029,56029,44.502897,-109.181228,"44.502897,-109.181228",Shoshone (WY),WY,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,178323,178323,20025
4185,56023,56023,42.027013,-110.063973,"42.027013,-110.063973",Fontenelle,WY,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,506357,506357,56862
4195,48231,48231,33.1707,-96.1264,"33.1707,-96.1264",Powerlane Plant,TX,WSC,TRE,IC,NG,NG,Natural Gas,132780,132780,6492
4195,48231,48231,33.1707,-96.1264,"33.1707,-96.1264",Powerlane Plant,TX,WSC,TRE,ST,DFO,DFO,Distillate Petroleum,0,0,0
4195,48231,48231,33.1707,-96.1264,"33.1707,-96.1264",Powerlane Plant,TX,WSC,TRE,ST,NG,NG,Natural Gas,148683,148683,7936
4201,55087,55087,44.273511,-88.300548,"44.273511,-88.300548",Combined Locks,WI,ENC,MRO,HY,WAT,HYC,Hydroelectric Conventional,340161,340161,38199
4204,16043,16043,44.418293,-111.395971,"44.418293,-111.395971",Island Park,ID,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,120333,120333,13513
4213,41005,41005,45.481708,-122.083188,"45.481708,-122.083188",PHP 1,OR,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,277336,277336,31144
4214,41005,41005,45.448977,-122.151257,"45.448977,-122.151257",PHP 2,OR,PACC,WECC,HY,WAT,HYC,Hydroelectric Conventional,189792,189792,21313
4251,49005,49005,41.725833,-111.8433,"41.725833,-111.8433",Logan City,UT,MTN,WECC,GT,NG,NG,Natural Gas,2650,2650,46
4256,6047,06047,37.4903,-120.9044,"37.4903,-120.9044",Walnut,CA,PACC,WECC,GT,DFO,DFO,Distillate Petroleum,2027,2027,-80.042
4256,6047,06047,37.4903,-120.9044,"37.4903,-120.9044",Walnut,CA,PACC,WECC,GT,NG,NG,Natural Gas,4433,4433,-174.958
4257,24041,24041,38.795,-76.07,"38.795,-76.07",Easton 2,MD,SAT,RFC,GT,DFO,DFO,Distillate Petroleum,1694,1694,24
4257,24041,24041,38.795,-76.07,"38.795,-76.07",Easton 2,MD,SAT,RFC,GT,NG,NG,Natural Gas,0,0,0
4257,24041,24041,38.795,-76.07,"38.795,-76.07",Easton 2,MD,SAT,RFC,IC,DFO,DFO,Distillate Petroleum,8626,8626,-831
4257,24041,24041,38.795,-76.07,"38.795,-76.07",Easton 2,MD,SAT,RFC,IC,RFO,RFO,Residual Petroleum,0,0,0
4258,39087,39087,38.6472,-82.8594,"38.6472,-82.8594",Greenup Hydro,OH,ENC,RFC,HY,WAT,HYC,Hydroelectric Conventional,2289217,2289217,257071
4263,49043,49043,40.964828,-111.433937,"40.964828,-111.433937",Echo Dam,UT,MTN,WECC,HY,WAT,HYC,Hydroelectric Conventional,65896,65896,7400
4266,48121,48121,33.1975,-97.1061,"33.1975,-97.1061",Spencer,TX,WSC,TRE,ST,DFO,DFO,Distillate Petroleum,0,0,0
4266,48121,48121,33.1975,-97.1061,"33.1975,-97.1061",Spencer,TX,WSC,TRE,ST,NG,NG,Natural Gas,399741,399741,29249
4270,22089,22089,29.995267,-90.471581,"29.995267,-90.471581",Waterford 3,LA,WSC,SERC,ST,NUC,NUC,Nuclear,78970441,78970441,7560402
4271,55011,55011,44.303583,-91.912647,"44.303583,-91.912647",John P Madgett,WI,ENC,MRO,ST,BIT,COL,Coal ,0,0,0
4271,55011,55011,44.303583,-91.912647,"44.303583,-91.912647",John P Madgett,WI,ENC,MRO,ST,DFO,DFO,Distillate Petroleum,44424,44424,3832.934
4271,55011,55011,44.303583,-91.912647,"44.303583,-91.912647",John P Madgett,WI,ENC,MRO,ST,SUB,COL,Coal ,17750653,17750653,1531049.1
4937,48053,48053,30.558,-98.3705,"30.558,-98.3705",Thomas C Ferguson,TX,WSC,TRE,CA,NG,NG,Natural Gas,0,0,1187142
4937,48053,48053,30.558,-98.3705,"30.558,-98.3705",Thomas C Ferguson,TX,WSC,TRE,CT,NG,NG,Natural Gas,21827976,21827976,2030568
4939,48355,48355,27.6064,-97.3117,"27.6064,-97.3117",Barney M Davis,TX,WSC,TRE,CA,NG,NG,Natural Gas,932504,932504,101094
4939,48355,48355,27.6064,-97.3117,"27.6064,-97.3117",Barney M Davis,TX,WSC,TRE,CT,NG,NG,Natural Gas,9475438,9475438,1260718
4939,48355,48355,27.6064,-97.3117,"27.6064,-97.3117",Barney M Davis,TX,WSC,TRE,ST,NG,NG,Natural Gas,2248449,2248449,185939
4940,40143,40143,35.9978,-95.9567,"35.9978,-95.9567",Riverside (OK),OK,WSC,MRO,GT,NG,NG,Natural Gas,751360,751360,64152
4940,40143,40143,35.9978,-95.9567,"35.9978,-95.9567",Riverside (OK),OK,WSC,MRO,IC,DFO,DFO,Distillate Petroleum,243,243,0
4940,40143,40143,35.9978,-95.9567,"35.9978,-95.9567",Riverside (OK),OK,WSC,MRO,ST,NG,NG,Natural Gas,6183314,6183314,529047
4941,4005,04005,36.9047,-111.3886,"36.9047,-111.3886",Navajo,AZ,MTN,WECC,ST,BIT,COL,Coal ,107457120,107457120,9930166.8
4941,4005,04005,36.9047,-111.3886,"36.9047,-111.3886",Navajo,AZ,MTN,WECC,ST,DFO,DFO,Distillate Petroleum,216344,216344,19387.165
5083,34011,34011,39.3757,-74.9654,"39.3757,-74.9654",Cumberland (NJ),NJ,MAT,RFC,GT,KER,WOO,Waste Oil,18098,18098,1728.231
5083,34011,34011,39.3757,-74.9654,"39.3757,-74.9654",Cumberland (NJ),NJ,MAT,RFC,GT,NG,NG,Natural Gas,984084,984084,93966.769
6000,26021,26021,41.975604,-86.565206,"41.975604,-86.565206",Donald C Cook,MI,ENC,RFC,ST,NUC,NUC,Nuclear,168714468,168714468,16157848
6001,1067,01067,31.2231,-85.1116,"31.2231,-85.1116",Joseph M Farley,AL,ESC,SERC,ST,NUC,NUC,Nuclear,147613100,147613100,14136962
6002,1073,01073,33.6319,-87.0597,"33.6319,-87.0597",James H Miller Jr,AL,ESC,SERC,ST,DFO,DFO,Distillate Petroleum,0,0,0
6002,1073,01073,33.6319,-87.0597,"33.6319,-87.0597",James H Miller Jr,AL,ESC,SERC,ST,NG,NG,Natural Gas,2528607,2528607,253286.77
6002,1073,01073,33.6319,-87.0597,"33.6319,-87.0597",James H Miller Jr,AL,ESC,SERC,ST,SUB,COL,Coal ,182019494,182019494,18237661
6004,54073,54073,39.366667,-81.294444,"39.366667,-81.294444",FirstEnergy Pleasants Power Station,WV,SAT,RFC,ST,BIT,COL,Coal ,0,0,0
6004,54073,54073,39.366667,-81.294444,"39.366667,-81.294444",FirstEnergy Pleasants Power Station,WV,SAT,RFC,ST,NG,NG,Natural Gas,261016,261016,23891.741
6004,54073,54073,39.366667,-81.294444,"39.366667,-81.294444",FirstEnergy Pleasants Power Station,WV,SAT,RFC,ST,PC,PC,Petroleum Coke,0,0,0
6004,54073,54073,39.366667,-81.294444,"39.366667,-81.294444",FirstEnergy Pleasants Power Station,WV,SAT,RFC,ST,RC,COL,Coal ,53177190,53177190,4941281.3
6006,39105,39105,38.9153,-81.9081,"38.9153,-81.9081",Racine,OH,ENC,RFC,HY,WAT,HYC,Hydroelectric Conventional,1149911,1149911,129131
6008,4013,04013,33.3881,-112.8617,"33.3881,-112.8617",Palo Verde,AZ,MTN,WECC,ST,NUC,NUC,Nuclear,333301062,333301062,31920368
6009,5053,05053,34.4228,-92.1406,"34.4228,-92.1406",White Bluff,AR,WSC,SERC,ST,DFO,DFO,Distillate Petroleum,98979,98979,9622.299
6009,5053,05053,34.4228,-92.1406,"34.4228,-92.1406",White Bluff,AR,WSC,SERC,ST,SUB,COL,Coal ,69738113,69738113,6733709.7
6011,24009,24009,38.4344,-76.4417,"38.4344,-76.4417",Calvert Cliffs Nuclear Power Plant,MD,SAT,RFC,ST,NUC,NUC,Nuclear,156759561,156759561,15012922
6012,25003,25003,42.7297,-72.9303,"42.7297,-72.9303",Sherman,MA,NEW,NPCC,HY,WAT,HYC,Hydroelectric Conventional,269893,269893,30308
6013,6037,06037,34.1764,-118.3147,"34.1764,-118.3147",Olive,CA,PACC,WECC,ST,NG,NG,Natural Gas,0,0,0
6014,37019,37019,33.9597,-78.0114,"33.9597,-78.0114",Brunswick Nuclear,NC,SAT,SERC,ST,NUC,NUC,Nuclear,153667101,153667101,14716756
6015,37037,37037,35.6334,-78.9556,"35.6334,-78.9556",Harris,NC,SAT,SERC,ST,NUC,NUC,Nuclear,79467101,79467101,7610594
6016,17057,17057,40.4663,-89.9841,"40.4663,-89.9841",Duck Creek,IL,ENC,SERC,ST,BIT,COL,Coal ,0,0,0
6016,17057,17057,40.4663,-89.9841,"40.4663,-89.9841",Duck Creek,IL,ENC,SERC,ST,DFO,DFO,Distillate Petroleum,52108,52108,4304.847
6016,17057,17057,40.4663,-89.9841,"40.4663,-89.9841",Duck Creek,IL,ENC,SERC,ST,RC,COL,Coal ,26604168,26604168,2236947.2
6016,17057,17057,40.4663,-89.9841,"40.4663,-89.9841",Duck Creek,IL,ENC,SERC,ST,SUB,COL,Coal ,0,0,0
6017,17025,17025,38.9361,-88.2781,"38.9361,-88.2781",Newton,IL,ENC,SERC,ST,BIT,COL,Coal ,0,0,0
6017,17025,17025,38.9361,-88.2781,"38.9361,-88.2781",Newton,IL,ENC,SERC,ST,DFO,DFO,Distillate Petroleum,42954,42954,3991.422
6017,17025,17025,38.9361,-88.2781,"38.9361,-88.2781",Newton,IL,ENC,SERC,ST,RC,COL,Coal ,33369388,33369388,3138915.3
6017,17025,17025,38.9361,-88.2781,"38.9361,-88.2781",Newton,IL,ENC,SERC,ST,SUB,COL,Coal ,615845,615845,58267.268
6018,21015,21015,38.9036,-84.8514,"38.9036,-84.8514",East Bend,KY,ESC,RFC,ST,BIT,COL,Coal ,34182445,34182445,3156562.9
6018,21015,21015,38.9036,-84.8514,"38.9036,-84.8514",East Bend,KY,ESC,RFC,ST,DFO,DFO,Distillate Petroleum,101850,101850,8937.065
6019,39025,39025,38.8675,-84.2289,"38.8675,-84.2289",W H Zimmer,OH,ENC,RFC,ST,BIT,COL,Coal ,29319342,29319342,2932959.8
6019,39025,39025,38.8675,-84.2289,"38.8675,-84.2289",W H Zimmer,OH,ENC,RFC,ST,DFO,DFO,Distillate Petroleum,548,548,54.002
6019,39025,39025,38.8675,-84.2289,"38.8675,-84.2289",W H Zimmer,OH,ENC,RFC,ST,NG,NG,Natural Gas,504030,504030,49625.101
6019,39025,39025,38.8675,-84.2289,"38.8675,-84.2289",W H Zimmer,OH,ENC,RFC,ST,RC,COL,Coal ,4428779,4428779,566624.05
6020,39085,39085,41.8006,-81.1439,"41.8006,-81.1439",Perry,OH,ENC,RFC,ST,NUC,NUC,Nuclear,95782248,95782248,9173102
6021,8081,08081,40.4627,-107.5912,"40.4627,-107.5912",Craig (CO),CO,MTN,WECC,ST,DFO,DFO,Distillate Petroleum,4002,4002,389.5
6021,8081,08081,40.4627,-107.5912,"40.4627,-107.5912",Craig (CO),CO,MTN,WECC,ST,NG,NG,Natural Gas,195320,195320,18888.437
6021,8081,08081,40.4627,-107.5912,"40.4627,-107.5912",Craig (CO),CO,MTN,WECC,ST,SUB,COL,Coal ,81415352,81415352,7905116.1
6022,17063,17063,41.2435,-88.2286,"41.2435,-88.2286",Braidwood Generation Station,IL,ENC,RFC,ST,NUC,NUC,Nuclear,211455159,211455159,20251140
6023,17141,17141,42.0742,-89.2819,"42.0742,-89.2819",Byron Generating Station,IL,ENC,RFC,ST,NUC,NUC,Nuclear,210064761,210064761,20117981
6026,17099,17099,41.245498,-88.669066,"41.245498,-88.669066",LaSalle Generating Station,IL,ENC,RFC,ST,NUC,NUC,Nuclear,202935980,202935980,19435255
6030,38055,38055,47.377743,-101.157058,"47.377743,-101.157058",Coal Creek,ND,WNC,MRO,IC,DFO,DFO,Distillate Petroleum,0,0,0
6030,38055,38055,47.377743,-101.157058,"47.377743,-101.157058",Coal Creek,ND,WNC,MRO,ST,DFO,DFO,Distillate Petroleum,71798,65401,6564.507
6030,38055,38055,47.377743,-101.157058,"47.377743,-101.157058",Coal Creek,ND,WNC,MRO,ST,LIG,COL,Coal ,32519932,29630690,2976080.1
6030,38055,38055,47.377743,-101.157058,"47.377743,-101.157058",Coal Creek,ND,WNC,MRO,ST,RC,COL,Coal ,56440784,51816569,5209948.4
6034,26147,26147,42.7756,-82.495,"42.7756,-82.495",Belle River,MI,ENC,RFC,GT,NG,NG,Natural Gas,4335882,4335882,331311
